ID,Site,num_inoculated_wells,positive_well_med,positive_well_95pc_low,positive_well_95pc_high,taxon_positive_med,taxon_positive_95pc_low,taxon_positive_95pc_high,pure_well_med,pure_well_95pc_low,pure_well_95pc_high,taxon_pure_med,taxon_pure_95pc_low,taxon_pure_95pc_high
2995,ARD2c,460,398.0,384.0,412.1,12.0,7.45,19.549999999999997,124.0,108.44999999999999,140.1,1.0,0.0,6.0
2995,ARD3,460,398.0,383.9,410.54999999999995,1.0,0.0,3.549999999999997,124.0,108.44999999999999,145.55,0.0,0.0,1.0
2995,CJ,460,333.0,315.9,349.54999999999995,0.0,0.0,0.0,163.0,145.45,183.0,0.0,0.0,0.0
2995,CJ2,460,398.0,381.45,409.54999999999995,0.0,0.0,0.0,126.0,105.35,139.55,0.0,0.0,0.0
2995,CJ3,460,399.0,383.35,408.0,0.0,0.0,0.0,125.0,109.0,144.55,0.0,0.0,0.0
2995,FWC,460,397.0,383.9,410.0,4.0,0.4500000000000002,8.0,125.0,105.9,141.0,0.0,0.0,2.0
2995,FWC2,460,398.0,381.45,414.54999999999995,0.0,0.0,0.0,124.0,107.0,139.75,0.0,0.0,0.0
2995,FWC3,460,397.0,384.9,411.65,0.0,0.0,0.0,126.0,106.8,141.1,0.0,0.0,0.0
2995,JLB,460,396.0,380.8,409.54999999999995,0.0,0.0,0.0,128.0,108.44999999999999,143.55,0.0,0.0,0.0
2995,JLB2c,460,398.0,383.9,413.1,3.0,1.0,6.549999999999997,127.0,109.0,147.39999999999998,0.0,0.0,2.0
2995,JLB3,460,397.0,385.45000000000005,410.54999999999995,0.0,0.0,2.0,125.0,106.0,137.0,0.0,0.0,0.5499999999999972
2995,LKB,460,397.0,382.0,411.0,0.0,0.0,0.5499999999999972,123.0,108.0,140.55,0.0,0.0,0.0
2995,LKB2,460,398.0,383.0,412.0,0.0,0.0,0.0,123.0,105.44999999999999,142.55,0.0,0.0,0.0
2995,LKB3,460,398.0,383.45,410.0,4.0,0.4500000000000002,7.549999999999997,123.0,108.0,141.55,0.0,0.0,2.0
2995,Tbon2,460,399.0,384.0,409.54999999999995,0.0,0.0,0.0,124.0,111.0,144.64999999999998,0.0,0.0,0.0
2995,Tbon3,460,398.0,382.0,411.1,0.0,0.0,0.0,124.0,107.0,140.0,0.0,0.0,0.0
2914,ARD2c,460,397.0,382.45000000000005,409.54999999999995,0.0,0.0,0.0,125.0,104.45,142.55,0.0,0.0,0.0
2914,ARD3,460,399.0,383.0,410.54999999999995,0.0,0.0,1.0,125.0,104.45,144.0,0.0,0.0,0.0
2914,CJ,460,331.0,310.9,347.55,1.0,0.0,4.0,163.0,145.89999999999998,183.64999999999998,0.0,0.0,2.0
2914,CJ2,460,398.0,384.45,410.65,1.0,0.0,3.0,126.0,106.45,143.1,0.0,0.0,1.0
2914,CJ3,460,397.0,382.0,411.55,0.0,0.0,1.5499999999999972,123.0,107.45,142.1,0.0,0.0,1.0
2914,FWC,460,398.0,382.9,409.54999999999995,1.0,0.0,4.0,125.0,107.0,145.0,0.0,0.0,1.0
2914,FWC2,460,398.0,382.45000000000005,413.54999999999995,0.0,0.0,1.5499999999999972,123.0,110.0,145.1,0.0,0.0,0.5499999999999972
2914,FWC3,460,397.0,383.0,408.55,0.0,0.0,2.0,122.0,103.9,140.1,0.0,0.0,1.0
2914,JLB,460,396.0,381.0,411.65,1.0,0.0,3.0,127.0,107.80000000000001,146.55,0.0,0.0,1.0
2914,JLB2c,460,398.0,382.9,409.54999999999995,0.0,0.0,3.0,125.0,106.9,144.0,0.0,0.0,1.0
2914,JLB3,460,399.0,386.45,412.0,11.0,7.0,17.0,126.0,106.45,143.1,1.0,0.0,5.0
2914,LKB,460,399.0,384.0,411.55,0.0,0.0,1.0,124.0,106.0,142.1,0.0,0.0,0.0
2914,LKB2,460,398.0,383.35,412.1,0.0,0.0,0.0,125.0,102.7,144.1,0.0,0.0,0.0
2914,LKB3,460,399.0,383.45,410.0,0.0,0.0,2.0,124.0,106.45,144.0,0.0,0.0,1.0
2914,Tbon2,460,398.0,383.9,412.55,0.0,0.0,2.0,126.0,103.45,142.0,0.0,0.0,1.0
2914,Tbon3,460,397.0,384.45,410.54999999999995,2.0,0.0,5.0,125.0,111.0,140.64999999999998,0.0,0.0,1.0
1000,ARD2c,460,398.0,382.45000000000005,408.0,0.0,0.0,1.0,126.0,105.9,140.0,0.0,0.0,1.0
1000,ARD3,460,398.0,383.0,413.65,2.0,0.0,5.0,125.0,104.0,145.0,0.0,0.0,1.5499999999999972
1000,CJ,460,330.0,312.35,350.0,0.0,0.0,2.0,163.0,145.45,185.55,0.0,0.0,1.0
1000,CJ2,460,397.0,385.45000000000005,411.55,3.0,0.0,6.0,124.0,106.45,140.0,0.0,0.0,2.0
1000,CJ3,460,398.0,381.9,414.09999999999997,1.0,0.0,3.0,127.0,110.44999999999999,143.0,0.0,0.0,1.0
1000,FWC,460,397.0,384.45,410.0,0.0,0.0,1.0,123.0,105.35,141.0,0.0,0.0,0.0
1000,FWC2,460,398.0,383.45,411.55,0.0,0.0,2.0,126.0,110.44999999999999,145.55,0.0,0.0,1.0
1000,FWC3,460,399.0,385.0,410.0,2.0,0.0,4.0,124.0,108.44999999999999,143.1,0.0,0.0,2.0
1000,JLB,460,394.0,382.35,409.0,0.0,0.0,2.0,128.0,108.9,146.0,0.0,0.0,1.0
1000,JLB2c,460,398.0,381.35,409.0,5.0,1.0,10.0,123.0,105.0,139.0,0.0,0.0,3.0
1000,JLB3,460,397.0,381.35,409.0,3.0,1.0,7.0,124.0,105.9,146.75,0.0,0.0,1.5499999999999972
1000,LKB,460,398.0,385.0,409.54999999999995,2.0,0.0,4.549999999999997,124.0,102.44999999999999,145.84999999999997,0.0,0.0,1.5499999999999972
1000,LKB2,460,397.0,384.0,412.65,1.0,0.0,4.0,123.0,108.0,139.55,0.0,0.0,1.0
1000,LKB3,460,399.0,385.45000000000005,411.55,0.0,0.0,3.0,125.0,104.35,143.1,0.0,0.0,1.0
1000,Tbon2,460,398.0,380.35,408.55,3.0,0.0,6.549999999999997,122.0,106.45,143.64999999999998,0.0,0.0,2.549999999999997
1000,Tbon3,460,398.0,380.4,410.54999999999995,2.0,0.0,6.549999999999997,124.0,107.45,142.55,0.0,0.0,1.5499999999999972
2812,ARD2c,460,399.0,387.0,410.0,0.0,0.0,0.0,124.0,105.80000000000001,140.55,0.0,0.0,0.0
2812,ARD3,460,398.0,385.45000000000005,412.65,3.0,0.0,5.549999999999997,125.0,110.9,144.2,0.0,0.0,2.0
2812,CJ,460,330.0,317.45,350.09999999999997,0.0,0.0,0.0,164.0,149.45,182.75,0.0,0.0,0.0
2812,CJ2,460,397.0,385.45000000000005,410.0,0.0,0.0,0.0,125.0,109.45,146.55,0.0,0.0,0.0
2812,CJ3,460,399.0,383.0,413.54999999999995,0.0,0.0,0.0,126.0,106.25,142.1,0.0,0.0,0.0
2812,FWC,460,397.0,383.0,410.09999999999997,0.0,0.0,1.0,124.0,104.45,137.55,0.0,0.0,0.0
2812,FWC2,460,397.0,388.0,410.09999999999997,0.0,0.0,0.0,125.0,106.0,143.55,0.0,0.0,0.0
2812,FWC3,460,396.0,382.0,411.55,0.0,0.0,1.0,126.0,111.0,145.1,0.0,0.0,0.0
2812,JLB,460,395.0,380.45000000000005,409.54999999999995,0.0,0.0,0.0,125.0,103.8,142.0,0.0,0.0,0.0
2812,JLB2c,460,399.0,383.0,411.0,1.0,0.0,5.0,125.0,105.35,143.64999999999998,0.0,0.0,2.0
2812,JLB3,460,398.0,383.45,411.2,8.0,3.0,14.0,126.0,108.35,144.0,1.0,0.0,3.0
2812,LKB,460,398.0,384.25,413.1,1.0,0.0,2.0,125.0,106.9,144.1,0.0,0.0,1.0
2812,LKB2,460,398.0,384.45,414.09999999999997,0.0,0.0,0.0,126.0,108.0,144.55,0.0,0.0,0.0
2812,LKB3,460,397.0,383.0,412.55,0.0,0.0,2.0,124.0,103.9,142.55,0.0,0.0,1.0
2812,Tbon2,460,397.0,381.45,407.0,0.0,0.0,0.0,122.0,108.44999999999999,138.2,0.0,0.0,0.0
2812,Tbon3,460,398.0,382.35,411.0,0.0,0.0,0.0,125.0,108.35,140.0,0.0,0.0,0.0
2825,ARD2c,460,398.0,382.0,408.55,1.0,0.0,4.0,126.0,109.0,141.55,0.0,0.0,1.0
2825,ARD3,460,397.0,381.45,412.2,1.0,0.0,4.0,124.0,106.25,141.0,0.0,0.0,1.0
2825,CJ,460,330.0,308.45000000000005,347.1,0.0,0.0,0.0,166.0,147.9,179.55,0.0,0.0,0.0
2825,CJ2,460,397.0,384.45,408.55,0.0,0.0,2.0,124.0,104.45,139.1,0.0,0.0,1.0
2825,CJ3,460,399.0,384.45,409.54999999999995,0.0,0.0,0.0,124.0,106.45,140.1,0.0,0.0,0.0
2825,FWC,460,398.0,386.0,411.0,0.0,0.0,1.0,126.0,109.45,146.55,0.0,0.0,0.0
2825,FWC2,460,400.0,381.9,411.55,0.0,0.0,1.0,124.0,108.9,141.1,0.0,0.0,0.0
2825,FWC3,460,396.0,384.0,411.55,0.0,0.0,1.0,124.0,103.25,140.0,0.0,0.0,0.0
2825,JLB,460,396.0,377.79999999999995,407.0,0.0,0.0,3.0,126.0,106.45,146.0,0.0,0.0,1.0
2825,JLB2c,460,397.0,383.0,411.0,4.0,1.0,7.549999999999997,124.0,106.45,140.75,0.0,0.0,2.0
2825,JLB3,460,397.0,384.9,412.65,6.0,2.0,12.0,125.0,109.0,143.0,1.0,0.0,2.0
2825,LKB,460,398.0,379.45,410.54999999999995,0.0,0.0,0.5499999999999972,124.0,106.9,143.0,0.0,0.0,0.0
2825,LKB2,460,396.0,383.45,408.0,0.0,0.0,0.0,125.0,106.45,142.0,0.0,0.0,0.0
2825,LKB3,460,398.0,383.45,412.1,0.0,0.0,2.0,124.0,108.44999999999999,144.0,0.0,0.0,1.0
2825,Tbon2,460,399.0,386.45,414.0,0.0,0.0,0.0,124.0,109.0,140.64999999999998,0.0,0.0,0.0
2825,Tbon3,460,398.0,385.45000000000005,412.55,0.0,0.0,0.0,127.0,106.0,144.0,0.0,0.0,0.0
2828,ARD2c,460,397.0,382.45000000000005,408.55,0.0,0.0,1.0,124.0,108.9,140.1,0.0,0.0,0.0
2828,ARD3,460,398.0,385.0,411.1,1.0,0.0,3.0,126.0,104.45,140.55,0.0,0.0,1.0
2828,CJ,460,330.0,312.0,346.09999999999997,0.0,0.0,0.0,164.0,141.45,182.55,0.0,0.0,0.0
2828,CJ2,460,397.0,381.35,410.54999999999995,0.0,0.0,1.0,124.0,110.0,145.0,0.0,0.0,0.0
2828,CJ3,460,398.0,379.0,412.55,0.0,0.0,0.0,126.0,104.45,141.55,0.0,0.0,0.0
2828,FWC,460,398.0,385.9,414.2,0.0,0.0,0.0,125.0,108.0,141.0,0.0,0.0,0.0
2828,FWC2,460,399.0,381.45,412.0,0.0,0.0,0.0,123.0,108.0,141.55,0.0,0.0,0.0
2828,FWC3,460,397.0,384.45,412.65,0.0,0.0,0.5499999999999972,125.0,108.44999999999999,141.1,0.0,0.0,0.0
2828,JLB,460,394.0,379.35,410.2,0.0,0.0,2.0,124.0,108.44999999999999,146.0,0.0,0.0,1.0
2828,JLB2c,460,398.0,384.0,410.54999999999995,1.0,0.0,3.0,125.0,109.45,143.55,0.0,0.0,1.0
2828,JLB3,460,397.0,383.0,412.55,3.0,0.0,7.0,124.0,108.35,144.55,0.0,0.0,2.0
2828,LKB,460,398.0,384.0,411.0,0.0,0.0,0.0,123.0,103.9,141.0,0.0,0.0,0.0
2828,LKB2,460,398.0,382.79999999999995,412.1,0.0,0.0,0.0,126.0,106.45,147.0,0.0,0.0,0.0
2828,LKB3,460,399.0,386.0,412.0,0.0,0.0,1.0,125.0,106.0,143.0,0.0,0.0,0.0
2828,Tbon2,460,398.0,383.45,411.55,0.0,0.0,0.0,127.0,110.44999999999999,140.55,0.0,0.0,0.0
2828,Tbon3,460,397.0,381.0,413.54999999999995,0.0,0.0,0.0,127.0,110.0,142.1,0.0,0.0,0.0
5019,ARD2c,460,398.0,383.0,410.54999999999995,6.0,2.0,11.0,124.0,107.0,144.55,1.0,0.0,3.0
5019,ARD3,460,397.0,383.45,410.54999999999995,1.0,0.0,4.0,124.0,102.44999999999999,142.0,0.0,0.0,1.5499999999999972
5019,CJ,460,333.0,315.0,350.54999999999995,0.0,0.0,0.0,166.0,149.9,182.0,0.0,0.0,0.0
5019,CJ2,460,397.0,384.45,412.0,0.0,0.0,0.0,126.0,107.45,145.55,0.0,0.0,0.0
5019,CJ3,460,397.0,387.9,410.0,0.0,0.0,0.0,122.0,104.45,141.55,0.0,0.0,0.0
5019,FWC,460,397.0,385.45000000000005,410.09999999999997,0.0,0.0,2.0,124.0,104.9,143.0,0.0,0.0,1.0
5019,FWC2,460,396.0,381.0,412.55,0.0,0.0,1.0,124.0,104.45,139.55,0.0,0.0,0.0
5019,FWC3,460,399.0,387.45000000000005,411.0,0.0,0.0,1.0,126.0,103.9,142.1,0.0,0.0,0.5499999999999972
5019,JLB,460,394.0,381.9,408.0,0.0,0.0,2.0,129.0,111.45,146.1,0.0,0.0,0.5499999999999972
5019,JLB2c,460,397.0,384.0,409.54999999999995,2.0,0.0,6.0,124.0,108.35,143.1,0.0,0.0,2.0
5019,JLB3,460,397.0,386.0,410.0,2.0,0.0,5.0,125.0,111.45,141.55,0.0,0.0,1.5499999999999972
5019,LKB,460,398.0,385.9,413.54999999999995,0.0,0.0,1.0,125.0,106.0,145.2,0.0,0.0,0.5499999999999972
5019,LKB2,460,398.0,382.9,411.55,0.0,0.0,1.0,123.0,108.0,140.0,0.0,0.0,0.0
5019,LKB3,460,398.0,384.0,411.55,0.0,0.0,1.0,124.0,103.45,141.1,0.0,0.0,0.0
5019,Tbon2,460,397.0,383.0,411.0,0.0,0.0,0.0,126.0,106.45,140.0,0.0,0.0,0.0
5019,Tbon3,460,398.0,381.45,411.1,0.0,0.0,1.0,124.0,110.44999999999999,143.0,0.0,0.0,0.0
7731,ARD2c,460,397.0,382.45000000000005,410.0,1.0,0.0,3.0,125.0,104.0,140.55,0.0,0.0,1.0
7731,ARD3,460,397.0,385.45000000000005,409.0,9.0,4.0,14.0,124.0,106.9,143.55,1.0,0.0,4.0
7731,CJ,460,332.0,310.35,351.55,0.0,0.0,0.0,163.0,142.9,183.55,0.0,0.0,0.0
7731,CJ2,460,398.0,383.45,410.0,0.0,0.0,0.0,127.0,111.9,145.0,0.0,0.0,0.0
7731,CJ3,460,398.0,386.0,413.1,0.0,0.0,0.0,122.0,107.45,142.1,0.0,0.0,0.0
7731,FWC,460,396.0,381.0,410.09999999999997,3.0,0.0,7.0,122.0,102.80000000000001,142.64999999999998,0.0,0.0,2.0
7731,FWC2,460,399.0,385.0,410.0,2.0,0.0,4.549999999999997,123.0,108.9,143.0,0.0,0.0,2.0
7731,FWC3,460,397.0,383.45,410.54999999999995,0.0,0.0,2.0,124.0,104.9,142.1,0.0,0.0,1.0
7731,JLB,460,395.0,381.0,408.55,1.0,0.0,3.0,126.0,112.0,148.2,0.0,0.0,1.0
7731,JLB2c,460,398.0,386.0,410.0,10.0,6.0,19.0,124.0,107.45,143.1,1.0,0.0,4.0
7731,JLB3,460,399.0,382.45000000000005,412.0,14.0,8.0,20.549999999999997,123.0,109.35,141.64999999999998,2.0,0.0,5.0
7731,LKB,460,399.0,384.45,409.54999999999995,6.0,3.0,10.549999999999997,125.0,106.45,142.55,1.0,0.0,2.0
7731,LKB2,460,398.0,383.0,410.54999999999995,3.0,0.0,7.549999999999997,125.0,107.80000000000001,144.55,0.0,0.0,2.0
7731,LKB3,460,397.0,384.0,412.55,4.0,1.0,9.0,125.0,105.80000000000001,142.55,0.0,0.0,2.0
7731,Tbon2,460,398.0,382.45000000000005,414.0,0.0,0.0,0.0,125.0,104.9,140.1,0.0,0.0,0.0
7731,Tbon3,460,397.0,382.0,406.54999999999995,0.0,0.0,1.5499999999999972,124.0,103.9,140.55,0.0,0.0,1.0
2843,ARD2c,460,398.0,383.45,411.0,0.0,0.0,2.0,124.0,102.44999999999999,143.2,0.0,0.0,1.0
2843,ARD3,460,399.0,382.45000000000005,410.54999999999995,1.0,0.0,2.0,125.0,113.44999999999999,145.1,0.0,0.0,1.0
2843,CJ,460,332.0,310.45,349.54999999999995,0.0,0.0,0.0,164.0,144.35000000000002,182.0,0.0,0.0,0.0
2843,CJ2,460,399.0,383.45,413.54999999999995,0.0,0.0,0.0,123.0,108.44999999999999,143.55,0.0,0.0,0.0
2843,CJ3,460,397.0,382.45000000000005,411.1,0.0,0.0,0.0,124.0,107.0,140.1,0.0,0.0,0.0
2843,FWC,460,399.0,383.45,413.1,0.0,0.0,1.0,126.0,106.0,144.1,0.0,0.0,0.0
2843,FWC2,460,396.0,377.45000000000005,409.1,0.0,0.0,0.0,123.0,110.0,141.64999999999998,0.0,0.0,0.0
2843,FWC3,460,399.0,382.35,412.0,0.0,0.0,0.0,125.0,108.44999999999999,141.55,0.0,0.0,0.0
2843,JLB,460,397.0,380.0,412.2,0.0,0.0,0.0,127.0,112.45,148.55,0.0,0.0,0.0
2843,JLB2c,460,398.0,383.35,410.0,0.0,0.0,1.0,122.0,105.44999999999999,142.55,0.0,0.0,0.0
2843,JLB3,460,398.0,385.45000000000005,413.0,0.0,0.0,1.0,125.0,108.0,143.75,0.0,0.0,0.0
2843,LKB,460,398.0,383.9,411.0,0.0,0.0,0.0,125.0,105.44999999999999,140.55,0.0,0.0,0.0
2843,LKB2,460,399.0,386.0,413.54999999999995,0.0,0.0,0.0,125.0,104.35,142.1,0.0,0.0,0.0
2843,LKB3,460,398.0,385.45000000000005,414.54999999999995,0.0,0.0,0.0,124.0,100.8,143.1,0.0,0.0,0.0
2843,Tbon2,460,396.0,380.35,409.0,0.0,0.0,0.0,125.0,104.35,143.0,0.0,0.0,0.0
2843,Tbon3,460,397.0,384.45,412.55,0.0,0.0,0.0,124.0,108.44999999999999,144.1,0.0,0.0,0.0
5073,ARD2c,460,399.0,382.45000000000005,413.65,0.0,0.0,0.0,125.0,106.35,142.0,0.0,0.0,0.0
5073,ARD3,460,399.0,382.45000000000005,409.0,0.0,0.0,0.0,123.0,105.44999999999999,139.64999999999998,0.0,0.0,0.0
5073,CJ,460,332.0,310.45,353.1,10.0,6.0,17.0,164.0,149.9,181.55,3.0,0.0,6.549999999999997
5073,CJ2,460,398.0,384.45,411.0,5.0,1.0,10.0,124.0,109.45,141.55,1.0,0.0,3.0
5073,CJ3,460,397.0,387.0,412.0,14.0,7.45,21.0,124.0,107.45,139.0,2.0,0.0,6.0
5073,FWC,460,397.0,383.0,412.0,0.0,0.0,1.0,125.0,104.45,142.0,0.0,0.0,0.0
5073,FWC2,460,396.0,380.9,410.0,19.0,12.0,27.549999999999997,124.0,107.0,143.55,3.0,1.0,6.0
5073,FWC3,460,398.0,381.9,411.0,6.0,1.4500000000000002,11.0,123.0,108.44999999999999,140.1,1.0,0.0,3.0
5073,JLB,460,395.0,380.45000000000005,409.54999999999995,22.0,11.45,30.549999999999997,129.0,108.9,149.55,3.0,0.4500000000000002,7.0
5073,JLB2c,460,398.0,382.45000000000005,413.75,0.0,0.0,1.0,124.0,108.44999999999999,145.1,0.0,0.0,0.0
5073,JLB3,460,397.0,382.45000000000005,411.55,6.0,3.0,11.0,124.0,110.0,141.0,1.0,0.0,3.549999999999997
5073,LKB,460,399.0,384.9,411.0,0.0,0.0,0.0,126.0,111.45,141.64999999999998,0.0,0.0,0.0
5073,LKB2,460,396.0,383.0,408.55,0.0,0.0,0.0,124.0,107.0,139.0,0.0,0.0,0.0
5073,LKB3,460,398.0,383.0,410.0,0.0,0.0,0.0,125.0,110.9,143.1,0.0,0.0,0.0
5073,Tbon2,460,398.0,382.0,411.1,3.0,1.0,7.0,125.0,109.45,140.55,0.0,0.0,2.0
5073,Tbon3,460,397.0,382.0,411.55,17.0,10.0,25.549999999999997,122.0,101.45,141.2,2.0,0.0,5.549999999999997
6516,ARD2c,460,398.0,381.9,409.54999999999995,0.0,0.0,0.0,124.0,107.45,141.55,0.0,0.0,0.0
6516,ARD3,460,397.0,384.45,412.1,0.0,0.0,0.0,124.0,106.8,140.1,0.0,0.0,0.0
6516,CJ,460,331.0,311.45000000000005,346.0,5.0,2.0,9.549999999999997,166.0,147.35,183.1,1.0,0.0,4.0
6516,CJ2,460,398.0,385.0,411.55,4.0,0.4500000000000002,7.549999999999997,124.0,106.45,144.0,0.0,0.0,2.0
6516,CJ3,460,398.0,379.9,410.54999999999995,9.0,4.0,15.0,123.0,111.0,142.1,1.0,0.0,4.549999999999997
6516,FWC,460,397.0,384.0,411.0,0.0,0.0,0.0,126.0,106.45,142.1,0.0,0.0,0.0
6516,FWC2,460,399.0,380.45000000000005,411.1,1.0,0.0,4.549999999999997,122.0,108.44999999999999,140.64999999999998,0.0,0.0,1.5499999999999972
6516,FWC3,460,399.0,381.35,411.0,2.0,0.0,4.549999999999997,125.0,108.44999999999999,143.0,0.0,0.0,1.0
6516,JLB,460,396.0,385.0,407.0,7.0,2.0,12.099999999999994,128.0,110.44999999999999,143.55,1.0,0.0,3.0
6516,JLB2c,460,399.0,384.9,409.54999999999995,0.0,0.0,0.0,124.0,109.45,142.55,0.0,0.0,0.0
6516,JLB3,460,399.0,383.45,412.0,0.0,0.0,3.0,125.0,109.0,144.0,0.0,0.0,1.0
6516,LKB,460,397.0,383.45,413.1,0.0,0.0,0.0,124.0,106.8,146.0,0.0,0.0,0.0
6516,LKB2,460,399.0,384.45,413.54999999999995,0.0,0.0,0.0,124.0,110.0,141.55,0.0,0.0,0.0
6516,LKB3,460,397.0,381.0,412.0,0.0,0.0,0.0,127.0,109.45,142.55,0.0,0.0,0.0
6516,Tbon2,460,397.0,384.35,408.55,1.0,0.0,3.549999999999997,125.0,108.0,142.55,0.0,0.0,2.0
6516,Tbon3,460,396.0,382.45000000000005,411.0,2.0,0.0,6.0,123.0,106.0,144.95,0.0,0.0,1.0
7192,ARD2c,460,399.0,386.0,411.55,0.0,0.0,0.0,124.0,101.80000000000001,142.1,0.0,0.0,0.0
7192,ARD3,460,400.0,385.0,411.0,0.0,0.0,0.0,124.0,105.0,147.55,0.0,0.0,0.0
7192,CJ,460,330.0,313.45000000000005,348.55,1.0,0.0,3.0,164.0,143.9,184.55,0.0,0.0,1.5499999999999972
7192,CJ2,460,400.0,386.9,410.0,0.0,0.0,1.5499999999999972,125.0,109.45,146.55,0.0,0.0,0.5499999999999972
7192,CJ3,460,398.0,383.45,415.0,0.0,0.0,2.0,125.0,106.9,144.1,0.0,0.0,1.0
7192,FWC,460,399.0,385.45000000000005,409.54999999999995,0.0,0.0,0.0,124.0,107.45,140.0,0.0,0.0,0.0
7192,FWC2,460,397.0,385.45000000000005,411.55,0.0,0.0,0.0,125.0,106.9,138.55,0.0,0.0,0.0
